age,income,spending_score,purchase_amount,category,region,channel,purchase_date,converted,num_purchases,tenure_days,satisfaction_score
61.0,83706.87182278474,4.0,677.2931756776195,Electronics,North,Online,2023-02-13,1,4,1040,3.0
19.0,35700.63512629749,82.0,372.7093348620056,Electronics,North,Online,2023-10-16,1,10,1456,1.0
41.0,82110.50342187774,56.0,292.0545890655795,Home,East,Store,2023-03-28,1,6,1727,4.0
51.0,5459.142660472687,,52.8756371077297,Clothing,West,Online,2023-08-18,0,6,995,7.0
44.0,68413.35717449679,,26.862752705699624,Books,East,Store,2023-03-24,1,0,792,8.0
72.0,14838.598473114886,98.0,507.9978854238264,Home,East,Store,2023-07-23,1,6,732,6.0
58.0,149286.05782104481,34.0,1011.2239841317655,Clothing,South,Store,2023-05-10,1,8,667,7.0
18.0,15500.138377581965,,25.621463153783118,Food,South,Online,2023-05-18,1,2,1231,5.0
25.0,18357.44086117621,17.0,1396.168230649641,Home,West,Store,2023-03-24,0,5,1294,8.0
40.0,56950.570370182744,28.0,133.48483111883965,Electronics,North,Catalog,2023-06-24,1,3,1838,10.0
55.0,61522.81175251222,14.0,175.59398541765472,Electronics,South,Online,2023-05-16,1,4,662,3.0
23.0,25410.921400381805,,39.730297414485904,Food,South,Online,2023-04-17,0,4,1134,8.0
39.0,48879.98209491456,75.0,25.159645687266202,Books,West,Store,2023-05-31,1,4,1900,10.0
42.0,53976.48956213975,,15.428201798650422,Clothing,East,Online,2023-04-19,1,3,324,7.0
35.0,49736.369485006224,77.0,416.0570425734416,Clothing,South,Store,2023-08-10,1,5,642,9.0
34.0,26274.54991857358,97.0,136.62821369342754,Electronics,North,Online,2023-12-14,1,9,188,6.0
29.0,54402.68668783618,55.0,235.28143838130694,Food,West,Catalog,2023-11-15,1,9,1459,10.0
23.0,111870.39850091598,66.0,460.8704353269281,Home,South,Online,2023-11-29,1,7,87,10.0
43.0,13624.2860291061,98.0,134.85504380822493,Clothing,West,Catalog,2023-09-04,1,4,1590,2.0
44.0,18544.934752181707,93.0,803.8933222975161,Home,South,Online,2023-02-06,1,3,304,5.0
25.0,37116.04021206751,37.0,65.01291473286243,Clothing,South,Online,2023-09-25,1,5,1107,9.0
36.0,15599.915358185577,68.0,97.74746594020758,Home,West,Online,2023-03-15,1,3,1252,7.0
59.0,8580.753529855521,76.0,60.170262395449875,Clothing,North,Catalog,2023-04-25,1,5,1055,3.0
18.0,87072.67386348997,26.0,342.2379504744801,Sports,North,Store,2023-03-22,1,3,1388,2.0
74.0,6105.6471681712765,61.0,451.94481012332625,Sports,East,Store,2023-07-12,1,4,1075,8.0
46.0,26320.248897343303,92.0,94.35625318180631,Sports,South,Online,2023-08-02,1,4,523,8.0
62.0,66646.34302816498,67.0,36.84989054889867,Electronics,East,Online,2023-01-15,1,3,195,1.0
66.0,44952.41800203364,84.0,508.0659867102309,Home,West,Store,2023-12-02,1,5,146,2.0
52.0,26640.836044583884,,61.51314379188955,Food,East,Store,2023-03-25,1,5,804,5.0
57.0,15093.935789162013,52.0,99.2060546053039,Toys,West,Online,2023-09-23,1,4,1926,5.0
,47814.97961812937,18.0,50.741462860948495,Clothing,North,Online,2023-10-25,1,3,372,
,16469.81267218814,,197.8399877821278,Home,West,Online,2023-06-03,1,6,1631,5.0
65.0,44924.8363566211,63.0,68.71983815218064,Clothing,West,Online,2023-11-01,1,5,1937,9.0
62.0,40649.18715494868,53.0,299.2883103720157,Clothing,East,Store,2023-09-10,1,4,318,
37.0,40979.463388904245,27.0,84.79531047594308,Electronics,South,Online,2023-09-30,1,4,367,5.0
73.0,21758.178583335106,31.0,254.12965715245798,Electronics,East,Store,2023-12-27,0,5,1174,3.0
66.0,184980.79492728316,91.0,58.86902600417483,Electronics,North,Store,2023-11-09,1,7,905,10.0
30.0,48366.625888366565,1.0,505.8614802865464,Electronics,North,Store,2023-12-08,1,6,1188,6.0
55.0,29057.527782075584,6.0,90.02589923424769,Electronics,North,Store,2023-05-12,0,5,344,1.0
,44865.14351068054,11.0,162.40093802914558,Sports,South,Store,2023-07-18,1,7,1781,2.0
63.0,19544.138214151368,,45.245337273902884,Food,East,Store,2023-11-21,0,9,533,9.0
66.0,,,146.04574394679568,Sports,West,Store,2023-12-17,1,3,1320,9.0
25.0,246110.51098723937,63.0,46.95607182750151,Food,West,Store,2023-03-24,1,3,169,2.0
60.0,19655.163471122032,53.0,142.03948509859097,Sports,South,Online,2023-11-02,1,1,1711,4.0
37.0,34124.87398688634,85.0,56.739300348480874,Food,North,Online,2023-05-06,1,4,514,10.0
50.0,25213.02790328136,85.0,127.05853433355766,Electronics,South,Online,2023-08-02,1,4,1438,3.0
,15808.338701924402,18.0,236.49357044827926,Food,West,Online,2023-11-19,0,6,1174,8.0
56.0,50861.828612610545,21.0,37.62473173948475,Home,North,Store,2023-08-03,1,4,286,1.0
38.0,37390.716898511724,,142.0915332124654,Food,South,Store,2023-08-26,1,8,824,9.0
70.0,75268.86487458795,4.0,223.25387787432652,Sports,West,Store,2023-03-29,1,9,276,4.0
66.0,69456.94451943993,77.0,222.3097584458985,Home,West,Online,2023-04-23,1,4,614,8.0
59.0,74650.02778968148,82.0,1010.6838000474555,Clothing,South,Store,2023-04-15,1,1,478,8.0
60.0,17421.098388494476,29.0,70.49145948084448,Sports,West,Online,2023-03-04,0,4,1017,6.0
71.0,60643.55476315041,25.0,147.9969243204371,Home,East,Online,2023-08-27,1,3,1897,10.0
58.0,61834.52874835146,56.0,852.1152527861667,Electronics,East,Store,2023-01-26,1,4,1373,9.0
26.0,16044.952633473913,77.0,37.59021524325304,Food,North,Online,2023-05-08,1,5,1614,8.0
41.0,28144.493628723958,63.0,14.91628383107085,Home,East,Online,2023-01-01,1,5,749,3.0
54.0,11328.878032000628,27.0,253.55269262776127,Food,East,Online,2023-04-04,0,5,910,6.0
66.0,62050.14366276129,60.0,421.2487699255799,Books,South,Online,2023-01-12,1,4,996,2.0
58.0,61822.21071463324,83.0,17.992899715259302,Electronics,North,Online,2023-06-15,1,11,1815,1.0
34.0,114038.36881407734,49.0,107.79153843926662,Home,South,Online,2023-10-25,1,8,1216,5.0
41.0,30241.220615514816,65.0,53.627573723276576,Sports,South,Online,2023-09-29,1,5,198,7.0
38.0,52113.31020256575,38.0,202.28453160622416,Home,East,Online,2023-03-08,1,9,1972,6.0
68.0,80032.49997290238,83.0,143.47379514416338,Clothing,East,Store,2023-06-16,1,5,576,4.0
56.0,19868.419237680628,52.0,549.465579987324,Clothing,West,Online,2023-09-11,1,5,1645,4.0
72.0,17592.498823152153,,38.67311378403107,Food,West,Store,2023-12-21,0,2,1357,9.0
58.0,20367.41989384866,40.0,218.3356250769626,Clothing,North,Online,2023-09-10,0,5,711,3.0
56.0,27462.14048370672,81.0,276.33454610432494,Books,East,Catalog,2023-09-03,1,8,485,2.0
30.0,18097.996408850384,21.0,156.0759323010711,Electronics,West,Store,2023-02-28,0,10,781,6.0
28.0,21081.21907848918,86.0,19.947543065801515,Home,South,Online,2023-10-21,1,4,877,
63.0,73477.32507524022,15.0,224.87391139164535,Electronics,East,Online,2023-05-24,1,5,1827,2.0
36.0,336215.56233263726,50.0,357.37384403575953,Food,North,Online,2023-07-28,1,4,1409,
28.0,46414.105920806825,48.0,25.964325473770668,Home,North,Store,2023-08-14,1,10,1941,9.0
30.0,23375.098533973076,32.0,214.69163199113729,Electronics,South,Online,2023-10-11,0,9,1404,4.0
63.0,22179.14377425699,49.0,319.64201768971634,Home,West,Online,2023-04-01,0,1,1164,10.0
62.0,,68.0,80.20616039078405,Electronics,South,Catalog,2023-04-21,1,4,633,3.0
18.0,40168.96101837089,45.0,341.6687314755673,Food,West,Online,2023-08-28,1,5,320,1.0
57.0,67669.39864781585,32.0,345.11620557545666,Food,East,Store,2023-12-16,1,5,302,8.0
61.0,102875.45886712421,4.0,145.8451818111479,Clothing,North,Catalog,2023-11-29,1,3,716,4.0
36.0,20886.749393503404,65.0,269.4381015294034,Electronics,West,Store,2023-03-21,1,2,315,2.0
29.0,72326.62735732882,97.0,394.00349049567353,Home,South,Store,2023-07-23,1,1,785,7.0
25.0,15308.370753532196,71.0,250.89799795075132,Clothing,East,Catalog,2023-08-26,1,8,38,1.0
25.0,190807.99626094833,73.0,15.074659789052482,Electronics,West,Catalog,2023-11-24,1,1,820,3.0
70.0,19359.85279987337,65.0,11.93710391860358,Home,East,Catalog,2023-10-21,1,2,1098,10.0
62.0,63101.79252458241,80.0,430.9803508269176,Electronics,East,Online,2023-07-03,1,3,1118,5.0
29.0,15217.596915029793,18.0,74.55837605400185,Home,South,Online,2023-07-31,0,10,1193,7.0
65.0,32155.130308838772,54.0,90.3817121009222,Food,South,Online,2023-09-08,1,4,366,3.0
50.0,125064.70392040935,47.0,982.3955139138593,Electronics,East,Store,2023-08-15,1,7,715,4.0
62.0,18879.589151346285,6.0,71.25892793854655,Electronics,East,Online,2023-06-16,0,2,702,5.0
43.0,211789.66910535115,66.0,129.2224980068282,Food,West,Online,2023-01-31,1,4,1693,10.0
56.0,36162.55688468325,9.0,150.27522373877807,Electronics,South,Online,2023-12-02,1,6,1331,2.0
45.0,79266.43329131274,68.0,119.94621559398507,Electronics,West,Store,2023-05-31,1,1,1063,9.0
22.0,50129.03493386705,23.0,569.1143744027557,Home,North,Store,2023-06-11,1,9,1399,7.0
25.0,52346.06532181442,43.0,102.04325344384763,Food,West,Online,2023-04-06,1,4,1451,2.0
42.0,11604.045035724539,51.0,304.7069954860667,Clothing,East,Store,2023-09-30,1,0,1270,6.0
44.0,24877.46781172625,72.0,159.21581148431704,Food,North,Online,2023-12-29,1,4,1548,7.0
63.0,94540.27091796875,25.0,390.3065058547084,Food,West,Online,2023-01-24,1,2,1704,10.0
40.0,27571.641416849066,80.0,37.63937567043551,Food,North,Catalog,2023-04-28,1,6,1456,4.0
47.0,,35.0,15.587001679195577,Home,South,Store,2023-03-28,1,3,1288,4.0
62.0,10530.828661224356,17.0,152.89462930924114,Books,West,Online,2023-10-02,0,1,1360,8.0
64.0,23622.110717225733,18.0,63.59594325413094,Clothing,West,Catalog,2023-02-19,0,6,1081,2.0
40.0,89181.7265347087,27.0,642.1872415190328,Clothing,South,Online,2023-11-23,1,3,312,2.0
66.0,13015.502870657263,15.0,136.58326283735317,Electronics,West,Store,2023-04-22,0,3,537,2.0
,64451.174368946784,81.0,184.89245470885268,Electronics,North,Store,2023-10-07,1,0,788,2.0
37.0,41865.714902450076,69.0,109.1403900310558,Electronics,South,Online,2023-10-29,1,10,936,7.0
35.0,30068.566753588373,80.0,77.37466493910324,Clothing,North,Store,2023-05-16,1,3,179,4.0
,29029.283232710386,15.0,157.19809151189082,Food,West,Online,2023-11-29,0,4,1206,5.0
19.0,24518.329055409424,42.0,409.4134151987562,Electronics,West,Online,2023-01-03,0,3,1019,8.0
21.0,26328.91969868371,34.0,108.57195510540804,Home,West,Online,2023-06-11,0,4,1840,7.0
47.0,76404.14135088491,48.0,101.20765138735275,Clothing,West,Store,2023-03-18,1,3,1501,8.0
50.0,25703.050198418077,83.0,331.89439964411395,Toys,North,Store,2023-07-04,1,6,964,5.0
53.0,154210.25736161435,8.0,27.53166101129481,Food,West,Store,2023-02-27,1,9,1316,8.0
35.0,46148.78915542464,10.0,487.1014087962882,Home,South,Store,2023-06-12,1,9,1302,1.0
54.0,22902.25043025264,5.0,66.26396415199319,Sports,South,Online,2023-01-21,0,7,1955,5.0
36.0,79117.76850661194,48.0,381.67182614458767,Books,East,Online,2023-03-06,1,8,1702,10.0
64.0,59821.281494355586,26.0,199.1075977096632,Food,South,Online,2023-03-07,1,1,1683,2.0
45.0,9668.793833343607,86.0,18.46836346163764,Clothing,East,Catalog,2023-10-25,1,6,943,5.0
57.0,15873.763236851464,23.0,150.18572347475478,Food,South,Store,2023-10-26,0,6,1468,2.0
37.0,33112.4213730629,62.0,552.4050586548958,Clothing,South,Catalog,2023-10-09,1,9,1763,6.0
66.0,10230.345713532288,13.0,109.5573159127379,Electronics,West,Online,2023-06-24,0,4,1883,9.0
50.0,193382.21953937475,9.0,120.09033390787766,Clothing,South,Store,2023-06-14,1,7,346,2.0
29.0,70107.54825623926,20.0,68.89542935693446,Electronics,West,Store,2023-03-23,1,1,203,10.0
68.0,35930.20991313232,92.0,490.54212813968786,Clothing,West,Store,2023-05-26,1,2,274,2.0
32.0,27607.279228898296,57.0,93.41790728431454,Electronics,South,Store,2023-07-23,1,8,371,
58.0,22477.477267478913,24.0,890.2746547828215,Clothing,North,Online,2023-06-13,0,7,38,3.0
56.0,7546.010361412292,33.0,471.2246984294349,Electronics,West,Store,2023-04-14,0,10,508,10.0
19.0,9078.83426719798,20.0,562.2483550092029,Clothing,South,Store,2023-05-10,0,5,51,5.0
46.0,,60.0,160.8019347541194,Sports,North,Online,2023-03-25,1,2,1874,10.0
58.0,127884.10606410659,48.0,91.25646147761546,Clothing,South,Catalog,2023-04-30,1,5,306,9.0
27.0,22911.123089776065,64.0,239.4692634404202,Toys,South,Store,2023-09-16,1,8,960,3.0
19.0,75086.74505811777,30.0,700.6381978400393,Electronics,North,Store,2023-04-14,1,4,796,9.0
68.0,54455.363133716026,73.0,874.1400574961045,Sports,South,Store,2023-12-30,1,3,954,9.0
28.0,59840.04503983248,17.0,23.168719902312738,Electronics,West,Store,2023-02-03,1,4,1138,9.0
30.0,11612.736958700734,,2218.967753245421,Books,East,Online,2023-06-23,0,5,82,4.0
27.0,8548.043129357655,19.0,190.97501266234644,Electronics,East,Store,2023-11-22,0,4,1627,10.0
,93533.5511983039,71.0,323.4780376662565,Home,South,Online,2023-08-20,1,2,1751,6.0
35.0,7454.412050107006,59.0,60.62557943950266,Electronics,East,Catalog,2023-07-04,1,5,1114,2.0
68.0,32255.542466817784,67.0,56.589502233059775,Food,East,Online,2023-12-10,1,7,704,1.0
71.0,27060.709990678904,,35.204744256958534,Electronics,East,Online,2023-01-18,1,6,884,2.0
26.0,25131.54805872645,44.0,815.3783045659642,Home,West,Catalog,2023-08-19,0,5,453,4.0
74.0,46702.85878949591,32.0,74.58404910047335,Home,West,Online,2023-05-15,1,3,1135,7.0
56.0,21118.950749765172,11.0,135.38286632227536,Books,East,Online,2023-02-14,0,6,600,
,49840.75839666352,2.0,109.7973572885469,Food,North,Store,2023-04-22,1,4,884,10.0
20.0,40656.9199009099,90.0,53.472757235521485,Clothing,North,Online,2023-03-24,1,7,798,1.0
37.0,194655.35882753288,68.0,121.63748576792761,Electronics,North,Online,2023-02-08,1,7,1552,3.0
23.0,11988.13256534297,17.0,162.04920284021756,Home,West,Online,2023-09-11,0,6,1225,7.0
44.0,37175.87049238951,81.0,517.3801565767246,Electronics,West,Catalog,2023-05-25,1,3,87,3.0
70.0,51281.02501066079,92.0,51.464933030027524,Sports,West,Online,2023-11-13,1,8,1265,2.0
19.0,29580.716415846757,94.0,82.80588732605952,Electronics,West,Store,2023-02-20,1,5,211,1.0
46.0,12460.76159527427,40.0,257.2651830174326,Food,East,Online,2023-10-20,0,7,1773,3.0
55.0,99278.2928598993,87.0,155.3050029944193,Food,West,Online,2023-03-08,1,7,1958,7.0
20.0,47550.49433910769,46.0,158.19235494037568,Clothing,East,Online,2023-01-24,1,1,1846,3.0
33.0,13180.353513458213,88.0,56.20056278685719,Home,North,Catalog,2023-05-02,1,7,963,5.0
47.0,51582.32582616545,93.0,323.2616292898482,Clothing,East,Store,2023-02-18,1,1,438,6.0
57.0,141669.5987442196,4.0,610.1006573225004,Electronics,North,Online,2023-05-29,1,5,515,5.0
19.0,35275.616490555985,38.0,556.2214796324494,Toys,West,Online,2023-07-04,1,10,36,1.0
34.0,36251.276172564576,,122.28878181355726,Clothing,North,Online,2023-09-07,1,5,459,5.0
58.0,127313.01585417087,29.0,11.212659800998916,Home,North,Store,2023-05-25,1,7,1389,3.0
29.0,16708.833565902823,,187.4909981984029,Food,East,Online,2023-08-31,0,5,659,8.0
52.0,144645.56274014572,91.0,164.07281112585036,Home,North,Online,2023-12-31,1,2,1600,5.0
60.0,79088.98233820652,29.0,53.61781557765988,Electronics,South,Store,2023-12-24,1,4,1048,8.0
18.0,17337.46123673776,35.0,65.25761463233754,Food,North,Online,2023-05-29,0,6,1148,
72.0,,70.0,54.841255679564654,Clothing,West,Online,2023-03-09,1,3,1054,2.0
62.0,23864.558587834494,23.0,195.29753765395915,Food,North,Online,2023-08-12,0,2,1457,4.0
32.0,8376.191613745072,46.0,65.20879674537686,Toys,South,Online,2023-07-29,0,8,1806,10.0
43.0,44729.00265869642,44.0,175.0527678803549,Electronics,East,Online,2023-07-11,1,1,1495,1.0
54.0,17976.891335750657,48.0,1598.0527424170282,Home,North,Online,2023-10-27,0,2,1784,10.0
38.0,46038.857960161375,52.0,123.24325470888681,Clothing,South,Store,2023-05-04,1,5,1858,9.0
,12929.223292032282,8.0,46.523911759427996,Clothing,West,Online,2023-10-11,0,5,1461,10.0
48.0,759940.6997014433,55.0,173.48540028345462,Clothing,West,Online,2023-10-19,1,9,1678,8.0
42.0,65519.34647909388,66.0,206.4521852923212,Clothing,East,Store,2023-10-27,1,7,1698,2.0
40.0,20646.411142886707,77.0,1099.810880020023,Clothing,West,Store,2023-02-19,1,6,1960,6.0
41.0,48422.47412250472,40.0,60.24382110823925,Clothing,South,Online,2023-07-02,1,5,1429,5.0
74.0,38806.24426965462,85.0,17.20214117197506,Home,North,Online,2023-09-04,1,3,1984,5.0
55.0,118876.40143450836,31.0,818.4938741171974,Electronics,South,Online,2023-03-29,1,3,1594,3.0
45.0,15899.08478220627,48.0,1837.6712404504326,Clothing,East,Catalog,2023-05-18,0,7,1939,1.0
38.0,32149.803484976776,61.0,316.31094732169043,Clothing,North,Store,2023-02-07,1,6,692,6.0
71.0,,52.0,228.27575037216653,Home,South,Online,2023-02-18,1,6,487,
60.0,37641.203143466504,38.0,158.65396647826552,Electronics,East,Online,2023-03-13,1,4,1019,5.0
35.0,55637.84322338621,91.0,293.2486160477323,Books,East,Store,2023-09-15,1,4,1788,9.0
53.0,21559.11762154709,36.0,280.004348139471,Electronics,North,Online,2023-02-13,0,8,1973,10.0
52.0,27138.672601485865,87.0,196.9572715732729,Clothing,North,Store,2023-10-18,1,5,1131,9.0
62.0,78655.4844525252,55.0,57.26506648325335,Electronics,West,Catalog,2023-04-26,1,6,1424,10.0
72.0,107565.98256304345,85.0,195.91774454096225,Clothing,West,Online,2023-05-29,1,7,154,1.0
26.0,53896.06928452786,13.0,134.5030324024178,Home,North,Online,2023-11-09,1,2,872,7.0
70.0,,37.0,66.54981425259052,Food,West,Online,2023-12-13,1,1,1886,6.0
55.0,30137.407799910252,47.0,195.46082568778266,Electronics,North,Online,2023-10-06,1,1,1737,3.0
47.0,56302.88538441871,90.0,91.26822123293177,Electronics,West,Store,2023-10-15,1,7,951,4.0
61.0,43573.898905719085,71.0,158.81424105305354,Electronics,South,Online,2023-08-06,1,8,1237,4.0
51.0,9709.104472478019,22.0,234.2732737454465,Books,East,Online,2023-03-12,0,8,1585,4.0
49.0,574062.3418164034,39.0,1349.637786178196,Sports,North,Store,2023-06-10,1,9,351,7.0
20.0,18243.135813688405,87.0,93.54493184886334,Clothing,North,Catalog,2023-09-30,1,9,1086,4.0
,11689.553669747596,58.0,232.84939196578532,Food,North,Online,2023-05-07,1,3,1484,10.0
45.0,9559.819159660432,30.0,293.8826996365722,Books,South,Online,2023-06-19,0,8,1034,6.0
61.0,30549.89424994062,18.0,393.0296496096596,Food,East,Online,2023-01-17,1,10,1555,1.0
32.0,16103.316285928164,18.0,201.31298424120376,Books,West,Store,2023-10-31,0,7,1866,8.0
58.0,5647.175299920551,74.0,271.87670770721525,Food,West,Online,2023-08-27,1,3,714,4.0
40.0,27261.63263066162,39.0,97.37795953472684,Electronics,East,Online,2023-06-25,0,6,750,3.0
57.0,24527.33115458979,94.0,1952.6051826949274,Home,West,Catalog,2023-07-29,1,2,1251,9.0
28.0,32211.509587560602,26.0,139.19673658606897,Food,North,Online,2023-02-26,1,4,1833,2.0
65.0,21957.886257227037,71.0,455.4039328699,Home,East,Online,2023-12-25,1,4,748,8.0
49.0,156915.65816186692,,91.21694863765806,Electronics,South,Store,2023-07-08,1,5,341,6.0
74.0,54933.01625671447,69.0,215.88673026150087,Home,East,Online,2023-02-13,1,4,352,6.0
71.0,24350.540882624384,65.0,207.976330154186,Clothing,North,Online,2023-05-02,1,5,947,10.0
53.0,34513.24802525641,46.0,251.59329740924625,Clothing,East,Online,2023-11-05,1,2,1987,6.0
50.0,112613.19065870004,18.0,63.56081358464196,Home,South,Store,2023-02-02,1,5,1906,2.0
41.0,78065.09035348044,13.0,219.08120231241392,Food,South,Catalog,2023-11-08,1,4,1792,7.0
56.0,11884.978235086934,25.0,91.57198086028251,Home,East,Store,2023-01-28,0,3,905,8.0
51.0,16656.695577144328,8.0,336.78929424263055,Toys,East,Online,2023-05-31,0,4,72,8.0
73.0,19429.008287212753,74.0,61.66836523249427,Home,West,Online,2023-03-04,1,7,1656,10.0
45.0,25546.1024817815,32.0,201.52224690776728,Home,West,Store,2023-01-07,0,5,419,7.0
54.0,22553.858471995027,17.0,144.2708319702065,Food,North,Store,2023-04-21,0,9,936,7.0
24.0,37317.11710133232,79.0,948.5228235602035,Clothing,West,Store,2023-05-10,1,8,558,5.0
21.0,65419.59097730005,79.0,453.8593438975606,Sports,North,Store,2023-05-12,1,3,257,4.0
54.0,74766.72645503683,48.0,585.5182410563444,Clothing,North,Catalog,2023-01-08,1,5,252,4.0
,27960.892758398204,63.0,68.61045236702121,Home,East,Online,2023-11-01,1,6,1672,
18.0,9820.675478653762,40.0,101.15328106123444,Clothing,West,Online,2023-01-29,0,6,1450,4.0
18.0,15798.527942881949,84.0,147.81059440097923,Electronics,South,Catalog,2023-12-04,1,7,533,7.0
,23960.937239285948,15.0,466.1739050849048,Electronics,South,Online,2023-11-07,0,10,205,2.0
37.0,13412.902993468288,99.0,216.17241221947324,Home,East,Online,2023-12-17,1,4,1274,
36.0,90462.18430333403,6.0,70.16309253852656,Clothing,South,Store,2023-01-06,1,3,451,9.0
46.0,14134.404688850658,94.0,73.19244348804602,Clothing,South,Online,2023-04-22,1,5,881,10.0
27.0,59495.171429075,63.0,489.05333015008495,Food,East,Online,2023-04-15,1,5,1347,3.0
35.0,9456.860311367464,8.0,223.26067918311958,Electronics,South,Catalog,2023-07-26,0,8,1358,8.0
45.0,61436.59098652587,95.0,156.40696415337985,Electronics,East,Online,2023-02-09,1,1,1152,5.0
52.0,32486.666892011857,32.0,143.9711293918675,Clothing,North,Online,2023-09-25,1,2,1284,10.0
60.0,121786.47213104462,45.0,363.3605749560687,Home,West,Online,2023-11-16,1,5,1886,10.0
64.0,14687.468331969074,52.0,51.70863531445007,Food,South,Store,2023-02-15,1,7,905,10.0
48.0,23125.892575858845,79.0,156.31310379352712,Sports,East,Online,2023-08-29,1,5,1871,4.0
44.0,27001.66794641715,82.0,165.93916177401562,Clothing,South,Store,2023-09-27,1,3,554,8.0
28.0,32144.60613949883,13.0,42.69534300831591,Clothing,West,Online,2023-06-04,1,5,888,10.0
66.0,27535.058748227235,24.0,120.6143892486675,Electronics,South,Online,2023-04-26,0,4,160,1.0
66.0,27963.54977318352,40.0,1460.4858158196193,Toys,North,Store,2023-02-06,0,2,241,7.0
55.0,27599.418021115827,14.0,64.39218422916639,Food,East,Online,2023-07-24,0,2,1081,9.0
,6926.127224677281,92.0,168.34912696083535,Food,West,Online,2023-09-06,1,6,1891,7.0
25.0,80391.81136500939,75.0,18.594604256000345,Books,North,Store,2023-04-20,1,5,1995,9.0
51.0,358222.38300475414,70.0,129.1645910430099,Clothing,South,Online,2023-11-14,1,5,331,7.0
65.0,46102.24303605464,62.0,50.684769300193175,Clothing,South,Catalog,2023-11-19,1,8,678,2.0
69.0,14638.338954897315,89.0,104.39473084963161,Home,South,Online,2023-03-21,1,6,475,5.0
73.0,15872.908948751066,61.0,227.2763732297637,Sports,West,Store,2023-03-17,1,3,1866,4.0
29.0,59310.35566418578,1.0,48.145808357856,Home,East,Store,2023-09-27,1,6,1726,10.0
55.0,49433.10303487879,89.0,188.8654056862986,Sports,West,Online,2023-04-08,1,7,545,8.0
18.0,28928.07661201651,66.0,68.04888683900688,Food,North,Online,2023-03-17,1,3,1450,10.0
48.0,66351.6227380112,,39.03843367038095,Sports,East,Online,2023-10-09,1,8,1105,9.0
21.0,6966.665366071029,13.0,396.51110493917673,Food,West,Catalog,2023-03-22,0,7,1731,9.0
66.0,66386.54648678626,33.0,56.7463698275035,Electronics,South,Store,2023-12-30,1,4,1886,3.0
62.0,43923.68308765206,32.0,97.14079240347526,Food,North,Online,2023-11-05,1,9,1355,3.0
67.0,,56.0,83.86953162604757,Home,South,Online,2023-03-04,1,7,502,5.0
22.0,11537.303615934503,24.0,184.3588379460685,Home,West,Online,2023-09-24,0,4,1950,2.0
47.0,40017.08737270688,91.0,153.28551765721946,Electronics,North,Store,2023-02-02,1,5,701,4.0
73.0,111948.08425940105,4.0,125.80940724573357,Electronics,East,Catalog,2023-10-24,1,1,391,3.0
41.0,30258.288151258967,88.0,73.05873048611473,Clothing,East,Online,2023-02-09,1,4,1230,6.0
20.0,18358.57390271689,23.0,113.82900146619929,Toys,West,Store,2023-06-23,0,9,560,1.0
28.0,42320.657724642115,29.0,199.1068561491793,Electronics,West,Online,2023-09-17,1,5,1646,5.0
62.0,,98.0,166.98314754164642,Food,East,Store,2023-08-12,1,5,539,4.0
21.0,51279.167160920464,21.0,455.67009995843233,Home,East,Online,2023-08-11,1,4,1233,1.0
43.0,55911.28910639464,,318.305196490397,Sports,West,Store,2023-09-24,1,8,1476,4.0
44.0,96590.81267334255,90.0,448.7496026601474,Home,East,Catalog,2023-06-04,1,5,1243,7.0
63.0,52999.93252960126,20.0,574.4473868113972,Books,North,Store,2023-09-21,1,3,582,3.0
71.0,19442.647057847404,16.0,178.9462667697355,Food,West,Catalog,2023-05-29,0,5,873,5.0
60.0,8994.315435462675,67.0,348.4941414087616,Sports,North,Online,2023-08-13,1,3,1201,8.0
44.0,17373.085966741768,49.0,207.61634441050032,Clothing,South,Catalog,2023-05-07,0,2,1587,3.0
59.0,15006.203419956455,58.0,559.3428516991537,Clothing,North,Catalog,2023-01-05,1,9,1802,3.0
68.0,61540.236728405966,,25.665386122613768,Sports,West,Online,2023-10-15,1,1,1724,
,68780.6986084064,25.0,108.2494958934166,Clothing,South,Online,2023-12-11,1,8,639,3.0
23.0,41791.89287622021,23.0,223.64809192402532,Sports,East,Catalog,2023-02-27,1,2,116,2.0
32.0,13161.437330069983,59.0,262.4238205770039,Clothing,North,Online,2023-03-13,1,3,649,2.0
70.0,151641.97884077232,1.0,145.8183020541864,Clothing,North,Online,2023-06-04,1,5,341,8.0
47.0,26030.698418730415,97.0,28.148658443703017,Clothing,West,Store,2023-10-09,1,8,304,6.0
59.0,58852.218425094776,15.0,124.26823188855475,Food,East,Online,2023-06-17,1,5,1166,10.0
54.0,37777.156342355505,81.0,335.695579219482,Electronics,West,Store,2023-01-29,1,2,1887,3.0
54.0,42913.02992261034,98.0,108.2397594817427,Electronics,East,Online,2023-03-23,1,8,351,10.0
,57213.61666790479,81.0,162.7966079419057,Books,West,Online,2023-09-20,1,9,323,10.0
54.0,20809.89493747494,52.0,1008.8327771738612,Books,East,Store,2023-04-16,1,6,580,1.0
52.0,103189.45442583805,58.0,123.11546483576068,Electronics,South,Store,2023-10-04,1,10,1794,6.0
40.0,10263.97700902201,41.0,126.80087582557066,Food,West,Catalog,2023-12-18,0,8,1593,9.0
23.0,15821.973096135069,44.0,180.21901804592517,Food,South,Store,2023-01-10,0,10,552,6.0
21.0,102124.04690321187,4.0,188.20633048494443,Clothing,West,Online,2023-03-03,1,8,1799,1.0
